x	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
0	0.12771	0.11457	0.109832845413696	0.10701	0.10136	0.0898	0.08517	0.0861943720424337	0.08	0.0726277637750006	0.06676	0.064124190773715	0.0619	0.0597851954330123	0.0577	0.0558241303030195	0.0576	0.0568	0.0579	0.0569	0.0553650555409769	0.0387	0.0402	0.0384	0.0389	0.0361	0.0346	0.03218	0.03244	0.02837	0.027635	0.0269	0.0266	0.0252	0.02463	0.0239	0.0236	0.0235
1	0.0218713884373317	0.0164761614582743	0.0193402393746091	0.0213081204004237	0.0200204187883911	0.0184759042627991	0.00736639992004549	0.0070720708919514	0.00579799471739139	0.00488404207403373	0.00415693131455973	0.00364895328291608	0.00305384136019594	0.00301228842240274	0.00269482011052692	0.00251552292608887	0.00272386405454485	0.00311231958044446	0.00304870735907602	0.00257362400593798	0.00270093764934108	0.00233077047341911	0.00220844698753439	0.00213337758149481	0.00177307332947055	0.00179660563000954	0.00191698049736402	0.00186301273899357	0.00178772603249396	0.00149032028652868	0.00148540271389319	0.00148049303550149	0.00139180026644234	0.00121119073250527	0.00122871632777421	0.00100112355114974	0.00115600290922406	0.0011828927903965
2	0.016285799941866	0.0127066599638922	0.0143140102711397	0.0154444628213268	0.0145151477998492	0.0133747902835081	0.00593892701762595	0.00591456423162706	0.00486649655173378	0.00397001169176286	0.00337670684471946	0.00296963077391901	0.00254245956719178	0.00251710611771584	0.0022771693702662	0.00214339443167426	0.00230520306091124	0.00247489097958105	0.00244147529863878	0.00216254181807873	0.00225424492269964	0.00196144262663659	0.00183266608248873	0.00180227572478237	0.00154751218088471	0.00152480684628138	0.00154212900636576	0.00147881090205012	0.00142013243499248	0.00125573037853094	0.00123279805002243	0.00120986666410689	0.00115962216617274	0.00104317309368694	0.00102299981205695	0.000930499287310727	0.000989470976676929	0.000966584479935364
3	0.0118110462569329	0.00970255697268727	0.0103014917366279	0.0107594048392273	0.0101233556690088	0.00932062331231492	0.00482232312711397	0.00495526375071016	0.00408679399447612	0.00324864893250706	0.00275833933645199	0.00243103764572696	0.00212986426788324	0.00210425434705893	0.0019210346918045	0.00181834583850956	0.0019471480599311	0.00197333459503056	0.0019641719452702	0.00181631178693767	0.00187697449636803	0.00164600047894579	0.00151767313373046	0.00151379941185356	0.00133962154371972	0.00129269197456726	0.00124284076572168	0.00117031080587483	0.00112854380816402	0.00105591787221952	0.00102459458712946	0.000993269640390702	0.000960903865433642	0.00089202402714946	0.000849853402424845	0.000837882321003443	0.000842889730911787	0.000794450919750453
4	0.00837151532062807	0.00739223417625111	0.00722412994421386	0.00717347353010863	0.0067634944281664	0.00622856465616236	0.00397161842831582	0.00417391255268208	0.0034470877535308	0.00269483893491545	0.00228174240938833	0.00201593928840232	0.00180533604661846	0.00176754252702065	0.00162368382711575	0.00154057584949034	0.00164637945491342	0.00158804099386416	0.00159813854211599	0.00153021562121179	0.00156412674303727	0.00138160374466564	0.00125837029674192	0.00126723752164943	0.00115234332553239	0.00109798354012538	0.00101004325861999	0.000928712633136277	0.000903315294116458	0.000889028877214025	0.000856446844455455	0.000823863464459256	0.000794525187901557	0.000759271926526114	0.000707476796331472	0.000735078005831025	0.000716727375055796	0.000660865578843486
5	0.00585084750626181	0.00568787704995626	0.00497183716961955	0.00456258390469997	0.00431562272199879	0.00398184286339837	0.00334232204761383	0.00354960909118936	0.0029346436454608	0.00228386767488469	0.00192714127132251	0.00170740236084386	0.00155821914786002	0.00150044781286306	0.00138187544838755	0.00130954999629116	0.00139930562474725	0.00130061315289385	0.00132585532717287	0.00129948776055578	0.00131059489062704	0.00116516514947224	0.00104967734908335	0.00106144070364344	0.000987994264819064	0.00093824580118695	0.000835006424187255	0.0007455186548584	0.000735233870129911	0.000753056417255853	0.000724111051824979	0.000695165665830789	0.000659105069108097	0.000645992260873305	0.000593917337456172	0.000632273441478738	0.000611132139438823	0.000560522330276374
6	0.00411031140768606	0.00449425199955702	0.00341810466359622	0.00277846488012249	0.00263953315385038	0.00244763167785148	0.00289197244636767	0.00306156292041504	0.00253629374430942	0.00199210972853009	0.00167559697744804	0.00148921708404875	0.00137819763133541	0.0012963306081787	0.00119201914622868	0.00112412854923666	0.00120223922413656	0.00109429605774013	0.001131354334756	0.00111953392271444	0.00111136282912573	0.000993499814696886	0.00088667873882374	0.000894926000829213	0.00084834784619381	0.00081098632616289	0.000709507669111204	0.000612678564788678	0.000615666726562507	0.000645929838908053	0.000623544686310634	0.000601160557602963	0.000553083976181395	0.000552871236691539	0.000507153151344414	0.000538106162334415	0.00052600247251762	0.000488532039902966
7	0.00300432403587696	0.00371587512514379	0.00243254728857999	0.00166576132169915	0.00158981665160305	0.00149006585272807	0.00258137416271244	0.00268979307654959	0.00223886161674764	0.0017975321292309	0.00150936841009762	0.00134617723805419	0.00125546163665916	0.00114857241312736	0.00105027179293051	0.000982637202240999	0.0010514900668922	0.000954206403564123	0.00100043080477153	0.000986011541453155	0.000961606206432073	0.00086339844964963	0.00076470673758875	0.000765937966518648	0.000734663890233708	0.000713708981592412	0.000625921994569824	0.000522682498457347	0.000536651181819409	0.000565553158699297	0.000550953552290788	0.000536355267431425	0.000474756290084985	0.000480226008742794	0.00044512034143329	0.000459648835254062	0.000461006448600993	0.000440457643414973
8	0.00239016075384908	0.00326086505087643	0.00188858315001315	0.00107294962171934	0.00102534950454386	0.000978278974286725	0.00237478749826525	0.00241498831206189	0.00202894984310731	0.00167961282971069	0.00141180459336279	0.00126395835319139	0.00118054648954386	0.00105041031722923	0.000952367967011849	0.000882695063408899	0.000943195282778313	0.00086725546903187	0.00092055179966885	0.000894673316198572	0.000856542189795959	0.000771482348971333	0.000679218295116661	0.000672311040765813	0.000647548284796249	0.000643791368636726	0.000577131075420786	0.000468484240149714	0.000490817335386326	0.00050970400594692	0.000502698530272473	0.000495694068498178	0.000422180372487136	0.000427912028594063	0.000405630664043533	0.000402303256164008	0.000415494571080664	0.000412240147578759
9	0.00213645078785739	0.00304549052045441	0.00167028055805773	0.000861143827961991	0.000817065504013142	0.000793081878666692	0.00224112684744055	0.0022195432222285	0.00189377110717973	0.00162007221752155	0.00136795353965677	0.00122964428345729	0.00114477137412305	0.000995345477992369	0.000893978308461533	0.000821544096981792	0.000873683924087708	0.000822589647627521	0.000881296432795569	0.000841734423397678	0.000791789463669701	0.000714510461348516	0.000626076269538136	0.000611734504645657	0.000587183410788233	0.000598718560651912	0.000556771583651725	0.000443724650647155	0.000471608042719447	0.000476227586229683	0.000475488422150804	0.000474749748020281	0.000393354937638248	0.000395481901147404	0.00038653454278548	0.000369953054764964	0.00038865559538797	0.000400358190450477
